decision_id,program_sections,experiment_ids,uncovered_reason,evidence_route,covered,experiment_count,cluster,status,blocker_class
DEC-CMP-043,8.7,EXP-CODEC-002; EXP-CODEC-003; EXP-CODEC-004; EXP-CODEC-005; EXP-CODEC-006; EXP-CODEC-009,,,Y,6,compression,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CMP-044,8.7; 24,EXP-CODEC-005; EXP-CODEC-006; EXP-INT-014; EXP-RECON-005,,,Y,4,compression,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CMP-045,8.6; 10,EXP-CODEC-001; EXP-CODEC-002; EXP-CODEC-003; EXP-CODEC-009; EXP-PLANNER-006; EXP-PLANNER-012,,,Y,6,compression,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-001,11; 15; 27; 30,EXP-CON-006; EXP-CONF-007; EXP-LEGACY-041; EXP-PLAT-003; EXP-PLAT-012,,,Y,5,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-002,11; 28; 34,EXP-CON-001; EXP-CON-002; EXP-CON-004; EXP-CON-005; EXP-CON-008; EXP-CONF-001; EXP-CONF-002; EXP-EVAL-008,,,Y,8,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-003,11; 28; 29; 34,EXP-CONF-001; EXP-CONF-002; EXP-CONF-003; EXP-CONF-004; EXP-EVAL-008,"Registry and section-numbering evidence is the conformance domain's normative-statement extraction, registry audit and feature-bit-swap cases; no container measurement distinguishes the candidates beyond them","EXP-CONF-003 (registry audit, doc-code census), EXP-CONF-004 (feature-bit swap cases), EXP-CONF-001 (independent-reader ambiguity log); migration cost inventory of renumbering in EXP-CON-008",Y,5,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-004,8.5; 8.6; 8.8; 11; 29,EXP-CODEC-003; EXP-CONF-004; EXP-CONF-007; EXP-CROSSFILE-003; EXP-CROSSFILE-004; EXP-CROSSFILE-006; EXP-CROSSFILE-008; EXP-RECON-001; EXP-RECON-006; EXP-RECON-010,"Decode-requirement semantics are measured by allocator-exact decode memory per codec, lookback, dictionary and reconstruction path and by all-ones flag and budget vectors in other domains","EXP-CONF-007 (declared-requirement tightness), EXP-RECON-001 (declarations), EXP-CODEC-003 (per-configuration peaks), EXP-CROSSFILE-003/004 (dictionary and lookback shares), EXP-CONF-004 (flag and budget vectors); FORMAL definition review",Y,10,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-005,8.6; 8.8; 11; 30,EXP-CON-009; EXP-CONF-007; EXP-CONF-014; EXP-RECON-001; EXP-RECON-004; EXP-RECON-006; EXP-RECON-012,"Default decoder ceilings (benign false-refusal share per ceiling, hostile refusal) are designed at archive level by the conformance and reconstruction domains and are not duplicated here. Codecs-domain input: per-codec and per-window decode memory and the tool refusal matrix (EXP-CODEC-003).","EXP-CONF-007, EXP-RECON-001, EXP-RECON-004; low-memory physical devices PLATFORM_BLOCKED",Y,7,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-006,5; 7; 11; 25; 30; 33,EXP-CON-005; EXP-CON-006; EXP-CONF-007; EXP-LEGACY-010; EXP-LEGACY-041,"Default ResourceBudget values need corpus distributions, hostile-archive suites and false-refusal rates owned by container and scale domains || Default caller-policy ResourceBudget and import budget values are container/legacy/conformance measurements (declared tightness, benign false refusal on the corpus).","Container/scale domains; ecosystem adds only budget-refusal prevalence on registry artifacts (EXP-ECO-011 benign_false_refusal_fraction, reported there as context) || container domain (program 11), legacy domain (program 25) import-limit experiments, conformance domain (program 30) resource ceilings; ecosystem (program 33) for CLI context.",Y,5,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-007,8.6; 8.8; 11; 31,EXP-ECO-001; EXP-ECO-002; EXP-RECON-003; EXP-RECON-004; EXP-RECON-007; EXP-RECON-008; EXP-RECON-011; EXP-RECON-012,"Dependency-defined decode behaviour (preflate-rs, jxl-oxide, lzma-rust2 memory estimates across versions, construction strings) is designed by the ecosystem and reconstruction domains and is not duplicated here. Codecs-domain input: bound formula and specification availability per codec (EXP-CODEC-005). || Cross-version and cross-implementation decoding of dependency-defined steps is designed by the ecosystem and reconstruction domains","EXP-ECO-001, EXP-ECO-002 (H4 lzma-rust2 estimates; cross-version decoding), EXP-RECON-003, EXP-RECON-004 || EXP-ECO-002 (version drift arms incl. preflate-rs, jxl-oxide, lzma-rust2 memory estimates), EXP-RECON-003, EXP-RECON-004, EXP-CODEC-005 (specification and second-implementation feasibility)",Y,8,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-008,11; 22.1; 34,EXP-CRYPTO-016; EXP-EVAL-008,"Deprecation mechanism is a specification-design decision: evidence is a formal operation-by-axis analysis, conformance cases for DEPRECATED diagnostics and a primary-source incumbent review; no measurement distinguishes the candidates","EXP-CRYPTO-016 (version and deprecation gating cells, encrypted readers), EXP-CONF-003 (normative-statement census) and analytical review with primary-source citations (EXTERNALLY_SOURCED incumbent deprecation cases)",Y,2,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-009,11; 13; 22.5; 29,EXP-CONF-004; EXP-CONF-007; EXP-CRYPTO-009; EXP-SCALE-010,Crypto-v1 structural limits at scale are designed by the scale and crypto domains,"EXP-SCALE-010 (encrypted archives at scale, EBCS boundary archives), EXP-CRYPTO-009 (bounded encrypted memory and limit justification), EXP-CONF-004 (boundary vectors)",Y,4,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-010,8.8; 9; 11; 15; 26; 34,EXP-CON-007; EXP-EVAL-008; EXP-LEGACY-050; EXP-PLANNER-001; EXP-PLANNER-012; EXP-PLAT-005; EXP-RECON-001; EXP-RECON-004; EXP-RECON-009; EXP-RECON-010; EXP-RECON-011,,,Y,11,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-011,11; 22.5; 29; 34,EXP-CONF-003; EXP-CONF-004; EXP-CRYPTO-016; EXP-EVAL-008,ro_compat/compat operation-by-command matrix is designed as conformance cases and a normative-statement inventory,"EXP-CONF-003 (op_tier_matrix inventory), EXP-CONF-004 (operation-by-command cases), EXP-CRYPTO-016 (encrypted tier gating); tier-policy prevalence input from EXP-CON-007",Y,4,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-012,11; 22.5; 28; 34,EXP-CON-008; EXP-CONF-001; EXP-CONF-002; EXP-CONF-004; EXP-CONF-006; EXP-CRYPTO-016; EXP-EVAL-008,,,Y,7,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-013,11; 29; 34,EXP-CONF-006; EXP-EVAL-008,Historical stored-bytes compatibility corpus is designed by the conformance domain,"EXP-CONF-006 (historical-generation corpus, frozen-identifier decode regression, repack identity effects, retained decode surface)",Y,2,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-014,11; 28; 30; 34,EXP-CONF-004; EXP-CONF-010; EXP-EVAL-008,"Extension-channel candidates are judged by authentication-coverage analysis, canonicality and differential fuzzing of unknown and ignorable elements","EXP-CONF-004 (unknown-element and ignorable-item authentication cases), EXP-CONF-010 (differential and canonical re-encode fuzzing); FORMAL authentication-coverage review",Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-015,11; 12; 13,EXP-CON-002; EXP-CON-005; EXP-CON-009; EXP-REMOTE-004; EXP-SCALE-001; EXP-SCALE-003,,,Y,6,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-016,11; 22.4; 22.5; 34,EXP-CRYPTO-015; EXP-EVAL-008,"Legacy encrypted Descriptor-v1 lifecycle is a crypto-cluster matter (feature composition, attack analysis of unauthenticated preamble declarations)","EXP-CRYPTO-015 (feature-composition and mutation matrix), EXP-CONF-006 (historical corpus incl. pre-e35241b encrypted form); external crypto review for the attack analysis",Y,2,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-017,11; 32; 34,EXP-CON-010; EXP-ECO-012; EXP-EVAL-008,,,Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-018,7; 11; 12; 13; 28,EXP-CON-001; EXP-CON-005; EXP-CON-009; EXP-CONF-001; EXP-CONF-009; EXP-CONF-010; EXP-REMOTE-004; EXP-SCALE-001; EXP-SCALE-003,Physical manifest representation at very large entry counts is a container measurement.,container domain (program 11) manifest/Index experiments with generated million-entry trees; remote (12) and scale (13) for fetch and memory.,Y,9,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-019,11; 32; 34,EXP-CON-010; EXP-ECO-012; EXP-EVAL-008,,,Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-020,11; 12; 24,EXP-CON-003; EXP-INT-015; EXP-REMOTE-007,,,Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-021,11; 32,EXP-CON-010; EXP-ECO-012,,,Y,2,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-022,3; 6; 11; 32; 34,EXP-CON-004; EXP-ECO-006; EXP-EVAL-002; EXP-EVAL-008,,,Y,4,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-023,11; 30; 32,EXP-CONF-004; EXP-CONF-011; EXP-ECO-012,Polyglot handling is measured by the ecosystem identification experiment with a prototype foreign-signature scanner and benign false-positive set,"EXP-ECO-012 (constructed polyglots against unzip, bsdtar, 7z, file; scanner false positives), EXP-CONF-004 (native polyglot conformance cases)",Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-024,11; 16; 29,EXP-CONF-004,"Advisory framing fields (footer hint, hostility slot, footer totals) are judged by accepted-byte-set analysis and stale-field conformance cases || Container fixed-framing semantics (INDEXED footer hint, preamble hostility-summary slot, redundant footer totals) are settled by an accepted-byte-set analysis, single-pass writer feasibility and salvage/inspect behaviour with stale fields; no platform or filesystem behaviour is measured. The platform domain only supplies hostility-class prevalence and reader-side computation cost inputs through DEC-MOD-010 (EXP-PLAT-003, EXP-PLAT-015).","EXP-CONF-004 (stale advisory-field cases across reader paths), EXP-CONF-002 (production vs independent reader differential); FORMAL single-pass writer feasibility review || container domain (program §11) formal/structural analysis plus conformance-corpus cases (program §29)",Y,1,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-025,11; 22.5; 28; 29; 30,EXP-CONF-002; EXP-CONF-004; EXP-CONF-010; EXP-CRYPTO-016,Cross-opener accepted byte sets are measured by conformance cases and differential fuzzing across every production reader path,"EXP-CONF-002, EXP-CONF-004 (cross-path agreement H2), EXP-CONF-010 (differential fuzzing), EXP-CRYPTO-016 (encrypted readers)",Y,4,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-026,11; 13; 28; 29,EXP-CONF-001; EXP-CONF-002; EXP-SCALE-003; EXP-SCALE-008,STREAM record order and window canonicality are measured by the scale and conformance domains,"EXP-SCALE-003 (window minimality census), EXP-SCALE-008 (reader cost of minimum-window computation), EXP-CONF-001/002 (cross-layout record-order ambiguity and differential)",Y,4,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-027,11; 13; 30,EXP-SCALE-007,"Question is producer design for single-pass STREAM declarations (superset declarations, sentinels, spooling); its §30 tag concerns security review of declarations, not a parser-testing measurement this domain performs; prototype producer and mutating-tree pack tests belong to the container/streaming domain. || Incremental single-pass producer declarations are prototyped by the scale domain","container and streaming domains (program §11, §13) prototype producer; resulting STREAM declaration cases enter ebcc-v1.1 via EXP-CONF-004 once a candidate producer exists || EXP-SCALE-007 (incremental STREAM producer prototype, superset declarations); external security review of sentinel and superset declarations",Y,1,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-028,7; 11; 12; 32,EXP-CON-001; EXP-CON-005; EXP-REMOTE-004,"Uncompressed-manifest cost is a container measurement (manifest share, open time, remote fetch) with no adoption-workflow-specific component || Uncompressed-manifest default cost and compact-manifest trigger are container measurements.",Container domain (program section 11) manifest representation experiments; remote bytes via remote domain (section 12) || container domain (program 11) manifest-size/open-time/remote-fetch experiments.,Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-029,11; 28; 29; 34,EXP-CONF-001; EXP-CONF-003; EXP-EVAL-008,"Normative/frozen status, change control and doc-code contradictions are evidenced by the conformance domain's element freeze table and ambiguity log; publication venue and change controller are owner and external decisions","EXP-CONF-001 (ambiguity log), EXP-CONF-003 (element-by-element freeze table, doc-code census); publication venue: owner decision with EXTERNALLY_SOURCED archive options",Y,3,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CON-030,15; 19; 21; 28; 34,EXP-CONF-001; EXP-CONF-002; EXP-EVAL-008; EXP-PLAT-005; EXP-PLAT-025,,,Y,5,container,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-001,22.1; 32; 34,EXP-ECO-022; EXP-EVAL-008,POST_V1 recipient-type demand is a human demand survey and any new recipient construction is EXTERNAL_REVIEW_REQUIRED; not settleable by internal experiment,EXP-CRYPTO-020 review + EXP-CRYPTO-021 dossier + human/external review,Y,2,crypto,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-CRY-002,22.1; 33,EXP-CRYPTO-004; EXP-CRYPTO-017; EXP-CRYPTO-020; EXP-CRYPTO-021,Argon2id parameters are a cryptographic selection requiring external review plus unlock latency measurements on low-end hosts,Crypto domain measurements; EXTERNAL_REVIEW_REQUIRED (decision-method 8.3),Y,4,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-003,22.4; 32,EXP-ECO-007,"POST_V1 attestation-envelope ecosystem survey; standards/interoperability analysis, not a local measurement",ecosystem-domain survey + EXP-CRYPTO-021 dossier; primary-source review,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-004,22.4,EXP-CRYPTO-014; EXP-CRYPTO-022,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-005,22.2; 30,EXP-CRYPTO-003; EXP-CRYPTO-018,"Secret-lifetime and zeroization question answered by code audit and a zeroize-on-drop research-build test (objective MVT-14(g)); no conformance corpus, reader or fuzzing measurement decides it.",crypto domain (program §22.2): MVT-14(g) compile-fail audit and zeroization test; throughput impact measurement,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-006,22.1; 30; 31,EXP-CONF-009; EXP-CRYPTO-013; EXP-ECO-001,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-007,22.4; 34,EXP-CRYPTO-014; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-008,17; 22.5,EXP-CRYPTO-007; EXP-PLAT-005,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-009,22.4; 33,EXP-CRYPTO-014; EXP-CRYPTO-022; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,5,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-010,22.5,EXP-CRYPTO-015,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-011,22.1,EXP-CRYPTO-012; EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,3,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-012,29,EXP-CONF-003; EXP-CONF-004,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-013,13; 22.1; 30,EXP-CONF-007; EXP-CONF-014; EXP-CRYPTO-004; EXP-CRYPTO-009; EXP-CRYPTO-017; EXP-SCALE-010,,,Y,6,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-014,22.1; 28; 31,EXP-CONF-012; EXP-CRYPTO-011; EXP-ECO-001,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-015,22.5; 30; 33,EXP-CONF-007; EXP-CRYPTO-009; EXP-CRYPTO-017,Crypto caps and default caller policies need hostile-input CPU/memory measurements owned by the crypto domain,Crypto domain (program section 22.5) resource-limit experiments,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-016,22.5; 28; 30,EXP-CONF-009; EXP-CONF-012; EXP-CONF-013; EXP-CRYPTO-010; EXP-CRYPTO-021,,,Y,5,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-017,28; 29; 30; 34,EXP-CONF-008; EXP-CONF-009; EXP-CONF-012; EXP-CONF-013; EXP-EVAL-008,,,Y,5,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-018,22.4; 32,EXP-CRYPTO-014; EXP-ECO-007; EXP-ECO-012,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-019,22.4; 22.5; 33,EXP-CRYPTO-007; EXP-CRYPTO-014; EXP-ECO-007; EXP-ECO-016,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-020,16; 28,EXP-CONF-001; EXP-CONF-004; EXP-CONF-012,Agreement of the EBCS sort key and LogicalPath order for mixed-encoding paths in the encrypted manifest is a FORMAL property test over constructed paths and existing encrypted vectors; it involves no platform behaviour and becomes live only if DEC-MOD-038 admits non-UTF-8 encoding declarations.,crypto domain property test (program §22.5) or conformance domain (program §28); cross-reference EXP-PLAT-002/014 for DEC-MOD-038,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-021,22.1; 28,EXP-CONF-012; EXP-CRYPTO-011; EXP-CRYPTO-020,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-022,22.2,EXP-CRYPTO-002,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-023,8.1; 22.2; 33,EXP-CHUNK-006; EXP-CHUNK-008; EXP-CHUNK-012; EXP-CHUNK-013; EXP-CRYPTO-002; EXP-CRYPTO-003; EXP-CRYPTO-004; EXP-CRYPTO-021,Encrypted chunk-boundary construction needs attack reproductions and throughput measurements owned by the crypto and chunking domains,Crypto domain (section 22.2) leakage-attack experiments and chunking domain (section 8.1),Y,8,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-024,25; 34,EXP-EVAL-008; EXP-LEGACY-050,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-025,8.2; 22.5,EXP-CHUNK-006; EXP-CHUNK-007; EXP-CRYPTO-006; EXP-CRYPTO-007,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-026,17; 22.5; 29,EXP-CRYPTO-006; EXP-CRYPTO-007; EXP-CRYPTO-021,"Metadata-privacy claims are leakage-inventory and inference measurements (OD-16) plus claim wording; the §29 tag refers to byte-scan checks that the crypto leakage inventory performs. || Metadata-privacy claims for encrypted INDEXED archives require a public-field leakage inventory and inference measurements over encrypted metadata, with external review of effectiveness claims (decision-method §8.3); the §17 membership concerns CLI/help wording, not platform behaviour.","crypto leakage domain (program §17, §22.5): encrypted public-byte leakage inventory and entry-count inference experiments || crypto domain leakage inventory and padding experiments (program §22.3, §22.5) plus EXTERNAL review dossier",Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-027,22.5; 34,EXP-CRYPTO-009; EXP-CRYPTO-019; EXP-EVAL-008,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-028,9; 22.3; 22.5,EXP-CRYPTO-005; EXP-PLANNER-006; EXP-PLANNER-012,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-029,29; 30,EXP-CONF-004; EXP-CONF-007; EXP-CONF-009,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-030,22.5,EXP-CRYPTO-007; EXP-CRYPTO-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-031,22.5; 34,EXP-CRYPTO-015; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-032,22.5; 34,EXP-CRYPTO-016; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-033,22.4; 24,EXP-INT-009; EXP-INT-016,Freshness-check design is caller-state and standards (TUF/Uptane) analysis; rollback cannot be settled by archive-byte measurement,"analytical + EXTERNAL_REVIEW (threat model), EXP-CRYPTO-021 dossier",Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-034,22.1; 22.5; 34,EXP-CRYPTO-020; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-035,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-036,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-037,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-038,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-039,22.2; 22.3; 29,EXP-CRYPTO-021,EXTERNAL_REVIEW_REQUIRED: acceptable residual leakage and claim wording depend on attack reproduction (OD-16) and independent security review (SPEC §25.2); no conformance measurement applies.,"crypto leakage domain attack reproduction and padding evaluation, then external cryptographic review dossier (decision-method §8.3)",Y,1,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-040,32; 33,EXP-ECO-012; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-041,22.1; 33,EXP-CRYPTO-018; EXP-ECO-017,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-042,35,EXP-EVAL-002; EXP-EVAL-005; EXP-EVAL-006; EXP-EVAL-012; EXP-EVAL-013,,,Y,5,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-043,6; 35,EXP-EVAL-006; EXP-EVAL-012; EXP-EVAL-013,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-044,35,EXP-EVAL-006; EXP-EVAL-012; EXP-EVAL-013,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-045,22.4; 22.5,EXP-CRYPTO-015,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-046,22.1; 33,EXP-CRYPTO-017; EXP-CRYPTO-022; EXP-ECO-019,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-047,29,EXP-CONF-001; EXP-CONF-003,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-048,22.1,EXP-CRYPTO-011; EXP-CRYPTO-021,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-049,22.1; 22.5,EXP-CRYPTO-021,,,Y,1,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-050,13; 22.4; 22.5,EXP-CRYPTO-015; EXP-SCALE-010,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-051,22.2; 28,EXP-CONF-012; EXP-CRYPTO-011,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-052,22.4,EXP-CRYPTO-014,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-053,22.5,EXP-CRYPTO-021,,,Y,1,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-054,22.5; 30,EXP-CONF-010; EXP-CRYPTO-015; EXP-CRYPTO-021,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-055,22.3; 33,EXP-CRYPTO-006; EXP-CRYPTO-021,Padding schedule selection is a leakage-versus-overhead cryptographic decision requiring external review,Crypto domain (section 22.3) leakage modeling; EXTERNAL_REVIEW_REQUIRED,Y,2,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-056,32; 33,EXP-ECO-017,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-057,22.5; 33; 34,EXP-CRYPTO-015; EXP-ECO-021; EXP-EVAL-008,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-058,22.1; 33,EXP-CRYPTO-017; EXP-CRYPTO-022; EXP-ECO-016; EXP-ECO-019,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-059,22.1,EXP-CRYPTO-012; EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,3,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-060,22.4,EXP-CRYPTO-014,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-061,22.5; 27; 33,EXP-CRYPTO-019; EXP-CRYPTO-022; EXP-ECO-016; EXP-ECO-019; EXP-ECO-021; EXP-LEGACY-030; EXP-LEGACY-070,,,Y,7,crypto,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-CRY-062,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-063,22.5; 33,EXP-CRYPTO-022; EXP-ECO-018; EXP-ECO-019,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-064,22.3; 22.5; 29,EXP-CRYPTO-006; EXP-CRYPTO-007; EXP-CRYPTO-017,"Recipient public-field leakage and dummy-stanza trade-offs are leakage analyses and size/unlock-cost measurements, not conformance, reader or fuzzing measurements.","crypto domain (program §22.3, §22.5) leakage analysis; unknown-stanza authentication cases are already in EXP-CONF-004 F-CRYPTO for DEC-CRY-071",Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-065,22.5; 30,EXP-CONF-004; EXP-CONF-010; EXP-CRYPTO-010; EXP-CRYPTO-016,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-066,22.1; 22.4,EXP-CRYPTO-013,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-067,29; 30; 33,EXP-CONF-007; EXP-CONF-009,Recipient-envelope size limits need envelope size and fuzzing measurements owned by the crypto domain,Crypto domain (sections 29-30) limit-boundary experiments,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-068,22.1; 29,EXP-CRYPTO-017,Anonymous-stanza unlock latency and timing leakage are timing and privacy measurements owned by the crypto domain; no conformance-case evidence is required.,"crypto domain (program §22.1): unlock latency for 1-1,024 stanzas, timing-leakage measurement, keyed-hint privacy analysis",Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-069,13; 22.4; 22.5,EXP-CRYPTO-015; EXP-SCALE-010,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-070,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
