req_id,cluster,kind,requirement_or_question,source,source_location,additional_sources,superseding_authority,supersession_note,implementation_state,implementation_evidence,evidence_state,research_needed,decision_needed,decision_ids,release_relevance,program_sections
REQ-LEG-0025,legacy,REQUIREMENT,"Core import adapters are ZIP, tar-family and stream codecs (SPEC §1); 7z and RAR are not named core. Code accepts exactly eleven --from tokens (zip, 7z, tar, gzip, zstd, xz, bzip2 and four tar.* forms, no tgz/tbz2/txz aliases) and rejects OCI, NAR, RAR5, cpio, ar, WIM, squashfs, ISO, lzip, LZ4 frame, lzma-alone, .Z and brotli as EB_LEGACY_FORMAT_UNSUPPORTED. R1 excluded 7z/RAR/CAB/ISO from v1 on CVE and fuzz-coverage grounds.",SPEC,§1 table L57 [spec-01-0019],"[{""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:68"", ""local_key"": ""code-cli-0065""}, {""source"": ""code:crates/entrybound/src/legacy/import.rs"", ""location"": ""crates/entrybound/src/legacy/import.rs:68-91"", ""local_key"": ""code-legacy-b-0013""}, {""source"": ""R1"", ""location"": ""§16 L995"", ""local_key"": ""r1-b-0248""}]",code:crates/entrybound/src/legacy/import.rs:68-91; docs/7z-import-v1.md,Repo code adds a strict 7z import adapter beyond the SPEC §1 core set and the R1 §16 exclusion; SPEC positions 7z/RAR as competitors. R1 v1 exclusion of 7z is superseded by implemented docs/7z-import-v1.md; RAR/CAB/ISO remain absent.,PARTIAL,crates/entrybound/src/legacy/import.rs:68-91 (LegacySourceFormat parse); crates/entrybound-cli/src/lib.rs:68 help; no alias tokens,SUPPORTED_WITH_LIMITATIONS,Corpus and ecosystem prevalence study ranking formats users need to migrate; detection accuracy on mislabeled or polyglot inputs; CVE/fuzz exposure per added adapter.,"Which adapters are CORE_V1 versus POST_V1_CORE, ECOSYSTEM or NOT_JUSTIFIED, and whether 7z import stays core.",DEC-LEG-024,V1_BLOCKING,26; 30; 34
REQ-LEG-0026,legacy,OPEN_QUESTION,"No general-purpose archive tool reports that another implementation would parse an input differently, although format ambiguity is forecast as the most consequential vulnerability class for five years; should Entrybound import or inspect report known cross-parser ambiguity for legacy inputs?",R3,§8 L441 [r3-a-0129],"[{""source"": ""R1"", ""location"": ""§7.6 L515"", ""local_key"": ""r1-a-0234""}]",SPEC §14.2 (conflicts surfaced) and I18,"LOM conflicts surface intra-archive authority disagreement, not runtime disagreement; no repo doc addresses cross-runtime annotations.",MISSING,none found: conflicts carry authorities and classes (lom.rs:91-107) without runtime-divergence annotations.,INSUFFICIENT,"Survey zipdetails, malo and security scanners for cross-parser reporting; prototype annotations from the observed-outcome matrix.",Should import or inspect annotate conflicts with known runtime divergence?,DEC-LEG-006,V1_IMPORTANT,25; 33
REQ-LEG-0027,legacy,REQUIREMENT,"An entry whose declared size differs from its actual size must be rejected; incumbents split: CPython documented instead of validating (bpo-39341), Go left it undecided (#51337), libarchive declined descriptor size checks (#1764), .NET Core 3.0 made central-directory size authoritative and truncates, yauzl validates by default; R3's .NET camp placement is internally inconsistent.",R1,§8.3 Tier1 L596 [r1-a-0281],"[{""source"": ""R3"", ""location"": ""§12.1 L606"", ""local_key"": ""r3-a-0189""}, {""source"": ""R3"", ""location"": ""§12.1 L608"", ""local_key"": ""r3-a-0191""}, {""source"": ""R3"", ""location"": ""§12.1 L609"", ""local_key"": ""r3-a-0192""}, {""source"": ""R3"", ""location"": ""§12.1 L610"", ""local_key"": ""r3-a-0193""}, {""source"": ""R3"", ""location"": ""§12.1 L613"", ""local_key"": ""r3-a-0195""}, {""source"": ""R3"", ""location"": ""§12.1 L610 vs L618-619; §13 L680"", ""local_key"": ""r3-a-0199""}]",SPEC I19; docs/tar-import-v1.md L79-82 and docs/7z-import-v1.md L60-64 (declared extents checked); ZIP rules merged by legacy-zip shard,R3 incumbent evidence informs but does not supersede R1; repo adapters verify declared sizes against decoded output. Strictness for size agreement across profiles is the integrity cluster decision legacy-integrity-check-strictness.,PARTIAL,"tar.rs:915-947 selected size vs extent Irreconcilable; sevenz.rs:1678-1706 final folder size checked, intermediate coder sizes not (code-legacy-a-0132); ZIP handling per legacy-zip shard.",SUPPORTED_WITH_LIMITATIONS,"Run short_usize against System.IO.Compression before and after .NET Core 3.0; replay declared-size cases through Entrybound ZIP, 7z and tar adapters. Decision tracked by integrity cluster legacy-integrity-check-strictness.",Is declared-size agreement an unconditional safety rule in every profile?,DEC-INT-022,V1_IMPORTANT,25; 29
REQ-LEG-0028,legacy,CLAIM_NEEDING_EVIDENCE,Decoder memory policy is enforced inconsistently: a zstd frame exceeding window_log_max and XZ memory-limit exhaustion surface as EB_WRAPPER_INTEGRITY_MISMATCH (corruption) rather than resource-policy refusals; bzip2 working set uses an uncited 6x block-size multiplier; XZ records the caller's memory limit as foreign evidence.,code:crates/entrybound/src/legacy/stream.rs,crates/entrybound/src/legacy/stream.rs:357-370 [code-legacy-b-0057],"[{""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:394-400"", ""local_key"": ""code-legacy-b-0060""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:472-487"", ""local_key"": ""code-legacy-b-0064""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:491-515"", ""local_key"": ""code-legacy-b-0065""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:510-515"", ""local_key"": ""code-legacy-b-0066""}]",docs/compressed-stream-import-v1.md L36-51,I21 requires corruption and policy or unsupported refusals to be distinguishable; repo docs specify no reason codes for decoder-memory refusals.,PARTIAL,"stream.rs:357-370 zstd read_to_end error mapped to integrity; stream.rs:394-400, 449-451 xz memlimit to integrity; stream.rs:510-515 bzip2 6x multiplier; stream.rs:472-487 wrapper.decoder_memory_limit observation.",UNTESTED,Fixtures: zstd --long=31 frame and XZ with large dictionary under small policies; peak libbz2-rs-sys memory per block-size level.,"Which reason code and outcome class do decoder-memory refusals use, and may policy values appear in foreign evidence?",DEC-LEG-007,V1_IMPORTANT,25; 31
REQ-LEG-0029,legacy,CLAIM_NEEDING_EVIDENCE,"Scope of byte-identical export is unstated: same tool version only, or across tool, codec library, platform and thread counts? Frozen bytes depend on flate2 1.1.9 (zlib-rs and miniz_oxide both in Cargo.lock), zstd crate, lzma-rust2 0.20.0 defaults (single XZ block and CRC64 asserted only in a comment) and bzip2 0.6.1 (libbz2-rs-sys); tests assert only same-process repeat equality with no golden digests.",SPEC,§15.3 L1712 [spec-06-0025],"[{""source"": ""docs/zip-export-v1.md"", ""location"": ""§Content and compression L20-21; §Deterministic bytes L51-53"", ""local_key"": ""docs-legacy-0241""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:201"", ""local_key"": ""code-cli-0086""}, {""source"": ""code:crates/entrybound/Cargo.toml"", ""location"": ""crates/entrybound/Cargo.toml:22-22"", ""local_key"": ""code-deps-tests-tools-0023""}, {""source"": ""code:crates/entrybound/Cargo.toml"", ""location"": ""crates/entrybound/Cargo.toml:16-16"", ""local_key"": ""code-deps-tests-tools-0017""}, {""source"": ""code:crates/entrybound/Cargo.toml"", ""location"": ""crates/entrybound/Cargo.toml:19-19"", ""local_key"": ""code-deps-tests-tools-0020""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1332-1344"", ""local_key"": ""code-legacy-b-0182""}]",docs/compressed-tar-export-v1.md; docs/zip-export-v1.md §Content and compression L20-21,Spot-checked: export.rs:1332-1344 relies on library defaults; no 64-hex golden digest appears in export or migration tests.,PARTIAL,"Cargo.toml exact pins (=1.1.9, =0.6.1, =1.5.0); export.rs:1332-1344; no golden-vector test",UNTESTED,Cross-platform golden-vector tests of every profile; byte stability across backend feature unification and dependency upgrades; vendoring options.,"How long-term byte stability of frozen profiles is guaranteed (golden vectors, vendoring, re-versioning).",DEC-LEG-008,V1_BLOCKING,27; 29; 31
REQ-LEG-0030,legacy,REQUIREMENT,"Deterministic export is normative: the same source yields byte-identical legacy artifacts via per-target rules (entry order, timestamps, header suppression, codec pinning), but SPEC does not enumerate or version the rule sets. Repo profiles fix canonical EAM order, zero comments/disks, fixed versions, no clock, PID, host, user or randomness (GNU tar embeds PIDs in pax names under POSIXLY_CORRECT). Google stabilize normalises sort, epoch times, mode, ids, xattrs, device numbers and ZIP extras.",SPEC,§15.3 L1712 [spec-06-0024],"[{""source"": ""SPEC"", ""location"": ""§15.3 L1712"", ""local_key"": ""spec-06-0026""}, {""source"": ""SPEC"", ""location"": ""§17.5 L1944"", ""local_key"": ""spec-06-0169""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Transform and chunking L180-181"", ""local_key"": ""docs-format-0058""}, {""source"": ""docs/zip-export-v1.md"", ""location"": ""§Deterministic bytes L51-53"", ""local_key"": ""docs-legacy-0250""}, {""source"": ""docs/tar-export-v1.md"", ""location"": ""§pax and timestamps L49-53"", ""local_key"": ""docs-legacy-0265""}, {""source"": ""docs/compressed-tar-export-v1.md"", ""location"": ""§Frozen wrapper parameters L38-40"", ""local_key"": ""docs-legacy-0278""}, {""source"": ""R1"", ""location"": ""§9.2 L620"", ""local_key"": ""r1-b-0007""}, {""source"": ""R2"", ""location"": ""§4.1 L129"", ""local_key"": ""r2-0054""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:2189-2220"", ""local_key"": ""code-legacy-b-0198""}]",docs/zip-export-v1.md §Deterministic bytes L51-53; docs/tar-export-v1.md L49-53; docs/compressed-tar-export-v1.md L38-40,"Repo profile docs enumerate rules per profile id, superseding SPEC --deterministic flag: all exports are deterministic and no flag exists.",IMPLEMENTED,"export.rs:880-1150, 1472-1680; tests export.rs:2077-2220 (same-process repeat equality, empty archive 22/1024 bytes)",SUPPORTED_WITH_LIMITATIONS,"Compare rule dimensions with Reproducible Builds and stabilize; repeated exports across OS, locale, filesystem and thread counts.",Whether rule-set versions are identified separately from profile ids and recorded in receipts.,DEC-LEG-014,V1_IMPORTANT,27; 29
REQ-LEG-0031,legacy,CLAIM_NEEDING_EVIDENCE,"Research III divergence figures depend on definitions: consolidate.py counts diagnostic splits (16/33 EB, 33/45 malo, 1/6 adversarial tar) while divergence.py counts only accept/reject, member-set and content (15/33, 28/45, 0/6); expectation classes were mistranscribed then corrected, libarchive was wrongly reported unavailable, and manifests use absolute paths without byte fields.",R3-INSTR,consolidate.py:39-72 vs divergence.py:9-32; out/FACTS.json:59-180 [r3-b-0203],"[{""source"": ""R3"", ""location"": ""§7.3 L364-368"", ""local_key"": ""r3-a-0102""}, {""source"": ""R3-INSTR"", ""location"": ""out/FACTS.json:59-101"", ""local_key"": ""r3-b-0266""}, {""source"": ""R3"", ""location"": ""§28 row 6 L1318"", ""local_key"": ""r3-b-0169""}, {""source"": ""R3"", ""location"": ""§28 L1322"", ""local_key"": ""r3-b-0171""}, {""source"": ""R3"", ""location"": ""§7.1 L301"", ""local_key"": ""r3-a-0089""}, {""source"": ""R3-INSTR"", ""location"": ""la.py:9-36"", ""local_key"": ""r3-b-0199""}, {""source"": ""R3"", ""location"": ""§27 L1289-1291"", ""local_key"": ""r3-b-0275""}, {""source"": ""R3-INSTR"", ""location"": ""analyzer.py:188-262"", ""local_key"": ""r3-b-0190""}, {""source"": ""R3-INSTR"", ""location"": ""analyzer.py:277-286"", ""local_key"": ""r3-b-0192""}, {""source"": ""R3-INSTR"", ""location"": ""gencases2.py:1-74; cases2/manifest.json:1-61"", ""local_key"": ""r3-b-0195""}]",R3 §28 (review corrections),"R3 §28 supersedes earlier §7/§9/§10 tables; bundle outputs are partly stale; review did not overturn short_usize, the T011 escape or the producer experiment.",PARTIAL,"n/a (external harness R3-INSTR analyzer.py, divergence.py, consolidate.py, la.py, gencases2.py); Entrybound's own harnesses are tools/tar-strict/probe.py and tools/zip-compat.",SUPPORTED_WITH_LIMITATIONS,"Pre-register one material-divergence definition for the observed-outcome matrix; rebuild manifests with relative paths and byte digests; map each rule to APPNOTE, POSIX pax and GNU tar clauses.",Which divergence definition keys the observed-outcome matrix used for compat models?,DEC-ECO-047,INFORMATIONAL,25; 29
REQ-LEG-0032,legacy,CLAIM_NEEDING_EVIDENCE,"SPEC claims a consumer holding the .eb can verify a given .zip was produced from it, but the mechanism (signed receipt, deterministic re-export and byte comparison, or logical comparison against LAI) is unspecified and unsigned external receipts are forgeable; the export receipt copies source LAI but nothing binds it cryptographically.",SPEC,§15.3 L1710 [spec-06-0022],[],,,MISSING,none found: receipts are unsigned JSON (export.rs:1727-1929); no verify --against legacy-artifact derivation check,UNTESTED,Specify and test a derivation-verification algorithm; measure re-export reproducibility across builds; security review of receipt forgery and substitution.,How produced-from is verified.,DEC-LEG-009,V1_IMPORTANT,22.4; 24; 32
REQ-LEG-0033,legacy,FROZEN_DECISION,"Dual publishing is the primary Stage-3 workflow: release.eb alongside release.zip/tar.zst from one semantic source, both deterministic, the .eb as source of truth and legacy as a rendering whose receipt names its source LAI; Stage 2 packs to .eb inside the organisation and exports at publication; one-command conversion with receipts makes migration auditable. Repo implements it as ebound publish with entrybound/migration-report-v1.",SPEC,§15.3 L1700-1708 [spec-06-0020],"[{""source"": ""SPEC"", ""location"": ""§15.3 L1710"", ""local_key"": ""spec-06-0021""}, {""source"": ""SPEC"", ""location"": ""§21.1 L2272-2273"", ""local_key"": ""spec-07-0122""}, {""source"": ""SPEC"", ""location"": ""§21.1 L2275-2276"", ""local_key"": ""spec-07-0124""}, {""source"": ""SPEC"", ""location"": ""§21.2 L2289"", ""local_key"": ""spec-07-0128""}, {""source"": ""SPEC"", ""location"": ""§21.2 L2291"", ""local_key"": ""spec-07-0130""}, {""source"": ""docs/migration-workflows-v1.md"", ""location"": ""Status L3"", ""local_key"": ""docs-legacy-0287""}]",docs/migration-workflows-v1.md Status L3,,IMPLEMENTED,lib.rs:1165-1412; migration.rs:207-277; test publish_is_canonical_multi_target_and_transactional lib.rs:5708-5802,INSUFFICIENT,Adoption research with release engineers (three-artifact pipeline acceptance); deterministic export fidelity and speed in CI workloads.,Which dual-publishing surfaces are stable v1.,DEC-LEG-010,V1_IMPORTANT,27; 32; 34
REQ-LEG-0034,legacy,INVARIANT,"Whatever duplicate-name policy applies (first, last or reject) must be identical on every code path, the Android Master Key lesson (CVE-2013-4787); duplicate selection is an exploited class, R1 left the choice to consumer input, and Python tarfile and bsdtar list both duplicates while Entrybound strict tar and 7z refuse.",R1,§21 item6 L1120 [r1-b-0328],"[{""source"": ""R1"", ""location"": ""§21 item6 L1120"", ""local_key"": ""r1-b-0327""}, {""source"": ""R1"", ""location"": ""§14 item19 L916; §16 L1001; §21 item6 L1120"", ""local_key"": ""r1-b-0199""}, {""source"": ""SPEC"", ""location"": ""§3.4 P4 L216"", ""local_key"": ""spec-01-0131""}, {""source"": ""R1"", ""location"": ""§7.6 L510"", ""local_key"": ""r1-a-0228""}, {""source"": ""code:crates/entrybound/src/legacy/sevenz.rs"", ""location"": ""crates/entrybound/src/legacy/sevenz.rs:1886-1932"", ""local_key"": ""code-legacy-a-0146""}, {""source"": ""code:tools/tar-strict/observed-outcomes-v1.json"", ""location"": ""tools/tar-strict/observed-outcomes-v1.json:15-20"", ""local_key"": ""code-deps-tests-tools-0227""}, {""source"": ""R3"", ""location"": ""§9 TAR table L497"", ""local_key"": ""r3-a-0160""}]","SPEC §3.4 P4, I3, I6; docs/tar-import-v1.md L48-51; docs/7z-import-v1.md L76-79","SPEC supersedes R1's deferral: duplicates are unrepresentable natively, so strict import refuses; duplicate resolution in compat modes remains profile-defined (ZIP only).",PARTIAL,"sevenz.rs:1886-1932 DuplicateLogicalPath; tar duplicate refusal tested in empty_duplicate_ancestor_extension_and_special_cases_are_bounded tar.rs:2114-2190; tools/tar-strict/observed-outcomes-v1.json:15-20; no cross-path consistency test across dry-run, convert and sidecar.",SUPPORTED_WITH_LIMITATIONS,"Replay EB-T001 and ZIP duplicate cases through every adapter and CLI command; assert identical outcomes in dry-run, convert and sidecar.","Which duplicate-path outcome applies per mode (strict refusal or profile-defined selection), identically across code paths?",DEC-LEG-069; DEC-LEG-079,V1_BLOCKING,25; 29
REQ-LEG-0035,legacy,NON_GOAL,"crypto-v1 assigns no provenance or ConversionRecord record and no provenance sequence, so encrypted archives cannot carry conversion provenance: preparing encrypted parts for an archive with conversion data is refused as EB_UNSUPPORTED_REQUIRED_FEATURE, although crypto-wire-v1 lists provenance/audit bytes among encrypted contents. Adding it needs a new record assignment and required feature.",docs/crypto-wire-v1.md,CanonicalSequenceV1 L478-480 [docs-crypto-b-0103],"[{""source"": ""code:crates/entrybound/src/ecf/container.rs"", ""location"": ""crates/entrybound/src/ecf/container.rs:369-375"", ""local_key"": ""code-crypto-b-0151""}, {""source"": ""docs/crypto-wire-v1.md"", ""location"": ""New canonical record and section numbers L116 vs Descriptor/EBCS text L478-480"", ""local_key"": ""docs-crypto-b-0038""}]",docs/crypto-wire-v1.md CanonicalSequenceV1 L478-480; code:crates/entrybound/src/ecf/container.rs:369-375,Spot-checked container.rs:369-375 refusal message. Internal doc inconsistency at crypto-wire-v1.md L116.,MISSING,ecf/container.rs:369-375,SUPPORTED_WITH_LIMITATIONS,Cross-check SPEC provenance requirements against encrypted layout; composition matrix (program 22.5) for conversion evidence plus encryption.,Whether v1 encrypted archives must carry conversion provenance and via which record and feature.,DEC-LEG-011,V1_IMPORTANT,22.5; 34
REQ-LEG-0036,legacy,OPEN_QUESTION,"Encrypted ZIP entries (PKWARE traditional bit 0, strong encryption bit 6) and encrypted 7z (AES-256 coder, including encrypted headers) are refused with no password support. 7z and RAR5 encryption is unauthenticated, so any decrypting import would have no ciphertext integrity guarantee, and the crypto threat model does not address encrypted legacy inputs or receipt metadata exposure.",code:crates/entrybound/src/legacy/zip.rs,"crates/entrybound/src/legacy/zip.rs:2656-2665, 44-45 [code-legacy-a-0027]","[{""source"": ""code:crates/entrybound/src/legacy/sevenz.rs"", ""location"": ""crates/entrybound/src/legacy/sevenz.rs:2358-2376, 63, 1015, 1104"", ""local_key"": ""code-legacy-a-0104""}, {""source"": ""docs/zip-import-v1.md"", ""location"": ""§CLI and limits L108"", ""local_key"": ""docs-legacy-0061""}, {""source"": ""docs/crypto-threat-model-v1.md"", ""location"": ""§Scope and protected assets L12-17"", ""local_key"": ""docs-crypto-a-0182""}, {""source"": ""APPX/crypto.md"", ""location"": ""§5 Pitfall 1 L228 (derived)"", ""local_key"": ""appx-crypto-0103""}]",docs/zip-import-v1.md §CLI and limits L108; docs/7z-import-v1.md L121,Repo docs freeze refusal for v1; SPEC §14.2 import_budget lacks legacy KDF cost fields.,IMPLEMENTED,zip.rs:2656-2665 (test encrypted case L3697-3711); sevenz.rs:2358-2376 SevenZUnsupportedCoder,INSUFFICIENT,"Measure share of ZipCrypto, WinZip AES (0x9901), 7z AES and RAR5 encrypted archives in migration targets; security review of any decrypt path and KDF cost bounds.","Whether encrypted legacy inputs stay refused, are decrypted with typed integrity warnings in receipts, or are preserved opaquely.",DEC-LEG-012,V1_IMPORTANT,22.5; 25; 26
REQ-LEG-0037,legacy,REQUIREMENT,"convert is bidirectional: --to or --target-profile routes to export (exactly two positionals; --to, --target-profile, --dry-run, --allow-lossy, --receipt, --identity, --password, each single-use), both forms must agree. SPEC synopsis differs (--accept-loss, --deterministic). ExportTarget accepts unversioned aliases (zip, tar, tar.gz) mapped to v1 profiles while --target-profile requires exact ids; file extensions are naming conveniences and profile ids are authority.",code:crates/entrybound-cli/src/lib.rs,crates/entrybound-cli/src/lib.rs:1946-1954 [code-cli-0059],"[{""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:850-946"", ""local_key"": ""code-cli-0078""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:950-957"", ""local_key"": ""code-cli-0081""}, {""source"": ""SPEC"", ""location"": ""§17.5 L1942"", ""local_key"": ""spec-06-0167""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:131-176"", ""local_key"": ""code-legacy-b-0144""}, {""source"": ""docs/migration-workflows-v1.md"", ""location"": ""§Canonical names L50-51"", ""local_key"": ""docs-legacy-0299""}]",code:crates/entrybound-cli/src/lib.rs:850-976; docs/migration-workflows-v1.md §Canonical names L50-51,Repo CLI supersedes SPEC §17.5 export flags.,IMPLEMENTED,"lib.rs:186-190, 850-976, 1946-1954; export.rs:131-176",SUPPORTED_WITH_LIMITATIONS,Usability test of a single bidirectional convert verb; alias behaviour when v2 profiles exist.,Keep bidirectional convert or split import/export; what unversioned aliases resolve to once v2 profiles exist.,DEC-LEG-013,V1_IMPORTANT,27; 33
REQ-LEG-0038,legacy,INVARIANT,"Export consumes a fully verified EAM and never inspects ECF sections, source codecs, chunk physical order, ciphertext, PCI or host metadata; export is a function of EAM plus target profile, so INDEXED, STREAM and Dense archives, and encrypted versus plain sources, export byte-identical targets; export adds no ECF record or feature.",docs/legacy-export-v1.md,§Identity and determinism L95-97 [docs-legacy-0227],"[{""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1-5"", ""local_key"": ""code-legacy-b-0136""}, {""source"": ""docs/legacy-export-v1.md"", ""location"": ""§Boundary L7-9"", ""local_key"": ""docs-legacy-0205""}, {""source"": ""docs/format-v0.md"", ""location"": ""§Transform and chunking L179-181"", ""local_key"": ""docs-format-0057""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:2623-2672"", ""local_key"": ""code-legacy-b-0199""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:5983-6008"", ""local_key"": ""code-cli-0090""}]","docs/legacy-export-v1.md §Boundary L7-9, §Identity and determinism L95-97; docs/format-v0.md L179-181",,IMPLEMENTED,export.rs:1-5; tests indexed_and_stream_physical_layouts_export_identically export.rs:2623-2672; CLI encrypted export equality lib.rs:5983-6008,SUPPORTED_WITH_LIMITATIONS,Cross-platform repetition of the layout-independence test.,,,V1_BLOCKING,24; 27
REQ-LEG-0039,legacy,OPEN_QUESTION,"Exporting content-shared entries as N full copies or as link records with different semantics is LOSSY; hardlinked special files carry no ContentRef and are represented by posix.hardlink_group alone, so exporting them to formats with link kinds is lossy. tar/pax-v1 emits no symlink or hardlink records: hardlinks export only as independent copies after lossy approval.",code:crates/entrybound/src/legacy/export.rs,crates/entrybound/src/legacy/export.rs:512-521 [code-legacy-b-0155],"[{""source"": ""SPEC"", ""location"": ""§15.2 L1692"", ""local_key"": ""spec-06-0006""}, {""source"": ""SPEC"", ""location"": ""§3.3a L189"", ""local_key"": ""spec-01-0104""}]",docs/legacy-export-v1.md L106-111,,PARTIAL,export.rs:512-575 (hardlink group omitted as METADATA_UNSUPPORTED),INSUFFICIENT,Map EAM content sharing to tar hardlink records and ZIP copies; extraction semantics of hardlink records across readers.,"For link-capable targets, emit link records or full copies by default.",DEC-LEG-068,V1_IMPORTANT,18; 27
REQ-LEG-0040,legacy,FROZEN_DECISION,"Seven frozen issue categories: PATH_UNREPRESENTABLE, PATH_COLLISION, ENTRY_KIND_UNSUPPORTED, TIMESTAMP_RANGE_LOSS, TIMESTAMP_PRECISION_LOSS, METADATA_UNSUPPORTED, TARGET_LIMIT_EXCEEDED; analysis output lists category, disposition, entry and reason. SPEC export records want semantic_losses, metadata_losses per class and per-entry count, compatibility_notes and warnings; whether every lost item must be enumerated per entry or counted per class is unresolved.",code:crates/entrybound/src/legacy/export.rs,crates/entrybound/src/legacy/export.rs:197-222 [code-legacy-b-0146],"[{""source"": ""SPEC"", ""location"": ""§16.1 L1759-1760"", ""local_key"": ""spec-06-0056""}, {""source"": ""SPEC"", ""location"": ""§15.1 L1684 vs §16.1 L1760"", ""local_key"": ""spec-06-0057""}, {""source"": ""SPEC"", ""location"": ""§16.1 L1761-1762"", ""local_key"": ""spec-06-0058""}, {""source"": ""code:crates/entrybound-cli/src/lib.rs"", ""location"": ""crates/entrybound-cli/src/lib.rs:1092-1112"", ""local_key"": ""code-cli-0095""}]",docs/legacy-export-v1.md L34-38; code:crates/entrybound/src/legacy/export.rs:197-222,,IMPLEMENTED,export.rs:197-222; CLI analysis output lib.rs:1092-1112,SUPPORTED_WITH_LIMITATIONS,Receipt size for per-entry enumeration on 1M-entry archives; consumer needs for compatibility notes.,"Per-entry enumeration versus per-class counts, and whether compatibility notes/warnings are added.",DEC-LEG-018,V1_IMPORTANT,13; 27
REQ-LEG-0041,legacy,OPEN_QUESTION,"zip/portable-v1 refuses backslash/colon ambiguity, Windows control/reserved/device components, trailing dot/space, wildcard components, names over 65,535 bytes and Unicode-lowercase collisions, never renaming; tar/pax-v1 refuses only backslash and colon interpretations (ambiguous whether every such path is refused). SPEC keys refusal to case-insensitive or reserved-name targets without defining format versus runtime profile. Newline paths over 100 bytes fail pax encoding with an error instead of a typed issue.",docs/zip-export-v1.md,§Entries and paths L11-14 [docs-legacy-0236],"[{""source"": ""SPEC"", ""location"": ""§15.2 L1695"", ""local_key"": ""spec-06-0012""}, {""source"": ""SPEC"", ""location"": ""§15.2 L1695-1696"", ""local_key"": ""spec-06-0013""}, {""source"": ""SPEC"", ""location"": ""§15.2 L1696"", ""local_key"": ""spec-06-0014""}, {""source"": ""docs/zip-export-v1.md"", ""location"": ""§Entries and paths L11-14"", ""local_key"": ""docs-legacy-0238""}, {""source"": ""docs/tar-export-v1.md"", ""location"": ""§Entries and paths L12-13"", ""local_key"": ""docs-legacy-0256""}, {""source"": ""docs/tar-export-v1.md"", ""location"": ""§Entries and paths L12"", ""local_key"": ""docs-legacy-0257""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1652-1659"", ""local_key"": ""code-legacy-b-0192""}]",docs/zip-export-v1.md §Entries and paths L11-14; docs/tar-export-v1.md §Entries and paths L12-13,,PARTIAL,"export.rs:687 zip_portable_component, 1511-1545, 1652-1659",INSUFFICIENT,Test which extractors merge or reject colliding and reserved names; frequency of case-colliding paths in published trees (e.g. Linux kernel).,"Whether refusal is keyed to format or declared target runtime, whether ZIP/tar asymmetry is intended, and whether a rename option exists.",DEC-LEG-015,V1_IMPORTANT,16; 27
