# generated by research/tools/experiments/look_plan.py; do not edit (edit look-ownership-overrides.csv)
decision_id,look_number,look_state,cluster,look_group,tuning_wave,owning_experiment,participating_experiments,tuning_only_experiments,hc_screen_experiments,comparison_owners,ws_source_records,mde_record_path,look_condition,ownership_basis
DEC-CMP-016,2,RESERVED,compression,LG-compression,2,EXP-RECON-006,EXP-CONF-007; EXP-PLANNER-006; EXP-RECON-001; EXP-RECON-002; EXP-RECON-003; EXP-RECON-004; EXP-RECON-007; EXP-RECON-010,,EXP-CONF-009,,research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-CONF-007/record.md; research/experiments/EXP-PLANNER-006/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-007/record.md; research/experiments/EXP-RECON-010/record.md,research/normalized/EXP-RECON-006/decision/DEC-CMP-016-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-017,1,PLANNED,compression,LG-compression,1,EXP-CHUNK-003,EXP-CHUNK-004; EXP-CHUNK-006; EXP-CHUNK-007; EXP-CHUNK-009; EXP-CRYPTO-006; EXP-SCALE-001; EXP-SCALE-007,,EXP-SCALE-006,,research/experiments/EXP-CHUNK-003/record.md; research/experiments/EXP-CHUNK-004/record.md; research/experiments/EXP-CHUNK-006/record.md; research/experiments/EXP-CHUNK-007/record.md; research/experiments/EXP-CHUNK-009/record.md; research/experiments/EXP-CRYPTO-006/record.md; research/experiments/EXP-SCALE-001/record.md; research/experiments/EXP-SCALE-007/record.md,research/normalized/EXP-CHUNK-003/decision/DEC-CMP-017-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-017,2,RESERVED,compression,LG-compression,1,EXP-CHUNK-003,EXP-CHUNK-004; EXP-CHUNK-006; EXP-CHUNK-007; EXP-CHUNK-009; EXP-CRYPTO-006; EXP-SCALE-001; EXP-SCALE-007,,EXP-SCALE-006,,research/experiments/EXP-CHUNK-003/record.md; research/experiments/EXP-CHUNK-004/record.md; research/experiments/EXP-CHUNK-006/record.md; research/experiments/EXP-CHUNK-007/record.md; research/experiments/EXP-CHUNK-009/record.md; research/experiments/EXP-CRYPTO-006/record.md; research/experiments/EXP-SCALE-001/record.md; research/experiments/EXP-SCALE-007/record.md,research/normalized/EXP-CHUNK-003/decision/DEC-CMP-017-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-018,1,PLANNED,compression,LG-compression,2,EXP-RECON-002,EXP-RECON-001; EXP-RECON-003; EXP-RECON-004; EXP-RECON-005; EXP-RECON-006; EXP-RECON-011,,,,research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-002/decision/DEC-CMP-018-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-018,2,RESERVED,compression,LG-compression,2,EXP-RECON-002,EXP-RECON-001; EXP-RECON-003; EXP-RECON-004; EXP-RECON-005; EXP-RECON-006; EXP-RECON-011,,,,research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-002/decision/DEC-CMP-018-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-019,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-006,,,EXP-SCALE-005; EXP-SCALE-014,,research/experiments/EXP-PLANNER-006/record.md,research/normalized/EXP-PLANNER-006/decision/DEC-CMP-019-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-019,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-006,,,EXP-SCALE-005; EXP-SCALE-014,,research/experiments/EXP-PLANNER-006/record.md,research/normalized/EXP-PLANNER-006/decision/DEC-CMP-019-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-020,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-004,EXP-CROSSFILE-003; EXP-CROSSFILE-006; EXP-CROSSFILE-007; EXP-CROSSFILE-008; EXP-REMOTE-011,,,,research/experiments/EXP-PLANNER-004/record.md; research/experiments/EXP-CROSSFILE-003/record.md; research/experiments/EXP-CROSSFILE-006/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-CROSSFILE-008/record.md; research/experiments/EXP-REMOTE-011/record.md,research/normalized/EXP-PLANNER-004/decision/DEC-CMP-020-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-020,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-004,EXP-CROSSFILE-003; EXP-CROSSFILE-006; EXP-CROSSFILE-007; EXP-CROSSFILE-008; EXP-REMOTE-011,,,,research/experiments/EXP-PLANNER-004/record.md; research/experiments/EXP-CROSSFILE-003/record.md; research/experiments/EXP-CROSSFILE-006/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-CROSSFILE-008/record.md; research/experiments/EXP-REMOTE-011/record.md,research/normalized/EXP-PLANNER-004/decision/DEC-CMP-020-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-021,1,PLANNED,compression,LG-compression,2,EXP-CROSSFILE-009,EXP-CROSSFILE-010; EXP-ECO-002,,EXP-ECO-001; EXP-SCALE-005; EXP-SCALE-014,,research/experiments/EXP-CROSSFILE-009/record.md; research/experiments/EXP-CROSSFILE-010/record.md; research/experiments/EXP-ECO-002/record.md,research/normalized/EXP-CROSSFILE-009/decision/DEC-CMP-021-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-021,2,RESERVED,compression,LG-compression,2,EXP-CROSSFILE-009,EXP-CROSSFILE-010; EXP-ECO-002,,EXP-ECO-001; EXP-SCALE-005; EXP-SCALE-014,,research/experiments/EXP-CROSSFILE-009/record.md; research/experiments/EXP-CROSSFILE-010/record.md; research/experiments/EXP-ECO-002/record.md,research/normalized/EXP-CROSSFILE-009/decision/DEC-CMP-021-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-022,1,PLANNED,compression,LG-compression,1,EXP-CRYPTO-007,,,,,research/experiments/EXP-CRYPTO-007/record.md,research/normalized/EXP-CRYPTO-007/decision/DEC-CMP-022-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-022,2,RESERVED,compression,LG-compression,1,EXP-CRYPTO-007,,,,,research/experiments/EXP-CRYPTO-007/record.md,research/normalized/EXP-CRYPTO-007/decision/DEC-CMP-022-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-023,1,PLANNED,compression,LG-compression,2,EXP-RECON-004,EXP-RECON-001; EXP-RECON-002; EXP-RECON-005; EXP-RECON-008; EXP-RECON-011,,,,research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-008/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-004/decision/DEC-CMP-023-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-023,2,RESERVED,compression,LG-compression,2,EXP-RECON-004,EXP-RECON-001; EXP-RECON-002; EXP-RECON-005; EXP-RECON-008; EXP-RECON-011,,,,research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-008/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-004/decision/DEC-CMP-023-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-024,1,PLANNED,compression,LG-compression,1,EXP-CODEC-008,EXP-LEGACY-033,,EXP-LEGACY-031,,research/experiments/EXP-CODEC-008/record.md; research/experiments/EXP-LEGACY-033/record.md,research/normalized/EXP-CODEC-008/decision/DEC-CMP-024-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-024,2,RESERVED,compression,LG-compression,1,EXP-CODEC-008,EXP-LEGACY-033,,EXP-LEGACY-031,,research/experiments/EXP-CODEC-008/record.md; research/experiments/EXP-LEGACY-033/record.md,research/normalized/EXP-CODEC-008/decision/DEC-CMP-024-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-025,1,PLANNED,compression,LG-compression,1,EXP-CONF-006,,,,,research/experiments/EXP-CONF-006/record.md,research/normalized/EXP-CONF-006/decision/DEC-CMP-025-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-025,2,RESERVED,compression,LG-compression,1,EXP-CONF-006,,,,,research/experiments/EXP-CONF-006/record.md,research/normalized/EXP-CONF-006/decision/DEC-CMP-025-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-026,1,PLANNED,compression,LG-compression,2,EXP-RECON-003,EXP-RECON-001; EXP-RECON-002; EXP-RECON-004; EXP-RECON-005; EXP-RECON-006; EXP-RECON-008; EXP-RECON-009; EXP-RECON-011,,EXP-ECO-001,,research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-RECON-008/record.md; research/experiments/EXP-RECON-009/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-003/decision/DEC-CMP-026-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-026,2,RESERVED,compression,LG-compression,2,EXP-RECON-003,EXP-RECON-001; EXP-RECON-002; EXP-RECON-004; EXP-RECON-005; EXP-RECON-006; EXP-RECON-008; EXP-RECON-009; EXP-RECON-011,,EXP-ECO-001,,research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-001/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-RECON-008/record.md; research/experiments/EXP-RECON-009/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-003/decision/DEC-CMP-026-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-027,1,PLANNED,compression,LG-compression,2,EXP-CROSSFILE-004,EXP-CROSSFILE-005; EXP-CROSSFILE-006; EXP-CROSSFILE-007; EXP-CROSSFILE-008; EXP-INT-001; EXP-REMOTE-011,,,OD-05 size and lookback candidates: EXP-CROSSFILE-004; OD-14 blast radius of lookback candidates: EXP-INT-001,research/experiments/EXP-CROSSFILE-004/record.md; research/experiments/EXP-CROSSFILE-005/record.md; research/experiments/EXP-CROSSFILE-006/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-CROSSFILE-008/record.md; research/experiments/EXP-INT-001/record.md; research/experiments/EXP-REMOTE-011/record.md,research/normalized/EXP-CROSSFILE-004/decision/DEC-CMP-027-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,override:integrity C13
DEC-CMP-027,2,RESERVED,compression,LG-compression,2,EXP-CROSSFILE-004,EXP-CROSSFILE-005; EXP-CROSSFILE-006; EXP-CROSSFILE-007; EXP-CROSSFILE-008; EXP-INT-001; EXP-REMOTE-011,,,OD-05 size and lookback candidates: EXP-CROSSFILE-004; OD-14 blast radius of lookback candidates: EXP-INT-001,research/experiments/EXP-CROSSFILE-004/record.md; research/experiments/EXP-CROSSFILE-005/record.md; research/experiments/EXP-CROSSFILE-006/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-CROSSFILE-008/record.md; research/experiments/EXP-INT-001/record.md; research/experiments/EXP-REMOTE-011/record.md,research/normalized/EXP-CROSSFILE-004/decision/DEC-CMP-027-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",override:integrity C13
DEC-CMP-028,1,PLANNED,compression,LG-compression,2,EXP-PLAT-018,EXP-PLAT-016,,,,research/experiments/EXP-PLAT-018/record.md; research/experiments/EXP-PLAT-016/record.md,research/normalized/EXP-PLAT-018/decision/DEC-CMP-028-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-028,2,RESERVED,compression,LG-compression,2,EXP-PLAT-018,EXP-PLAT-016,,,,research/experiments/EXP-PLAT-018/record.md; research/experiments/EXP-PLAT-016/record.md,research/normalized/EXP-PLAT-018/decision/DEC-CMP-028-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-029,1,PLANNED,compression,LG-compression,1,EXP-CRYPTO-005,EXP-CRYPTO-007,,,,research/experiments/EXP-CRYPTO-005/record.md; research/experiments/EXP-CRYPTO-007/record.md,research/normalized/EXP-CRYPTO-005/decision/DEC-CMP-029-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-029,2,RESERVED,compression,LG-compression,1,EXP-CRYPTO-005,EXP-CRYPTO-007,,,,research/experiments/EXP-CRYPTO-005/record.md; research/experiments/EXP-CRYPTO-007/record.md,research/normalized/EXP-CRYPTO-005/decision/DEC-CMP-029-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-030,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-004,,,,,research/experiments/EXP-PLANNER-004/record.md,research/normalized/EXP-PLANNER-004/decision/DEC-CMP-030-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-030,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-004,,,,,research/experiments/EXP-PLANNER-004/record.md,research/normalized/EXP-PLANNER-004/decision/DEC-CMP-030-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-031,1,PLANNED,compression,LG-compression,4,EXP-ECO-002,,,,,research/experiments/EXP-ECO-002/record.md,research/normalized/EXP-ECO-002/decision/DEC-CMP-031-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-031,2,RESERVED,compression,LG-compression,4,EXP-ECO-002,,,,,research/experiments/EXP-ECO-002/record.md,research/normalized/EXP-ECO-002/decision/DEC-CMP-031-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-032,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-003,EXP-PLANNER-002; EXP-PLANNER-007,,,,research/experiments/EXP-PLANNER-003/record.md; research/experiments/EXP-PLANNER-002/record.md; research/experiments/EXP-PLANNER-007/record.md,research/normalized/EXP-PLANNER-003/decision/DEC-CMP-032-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-032,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-003,EXP-PLANNER-002; EXP-PLANNER-007,,,,research/experiments/EXP-PLANNER-003/record.md; research/experiments/EXP-PLANNER-002/record.md; research/experiments/EXP-PLANNER-007/record.md,research/normalized/EXP-PLANNER-003/decision/DEC-CMP-032-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-033,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-003,EXP-PLANNER-007,,,,research/experiments/EXP-PLANNER-003/record.md; research/experiments/EXP-PLANNER-007/record.md,research/normalized/EXP-PLANNER-003/decision/DEC-CMP-033-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-033,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-003,EXP-PLANNER-007,,,,research/experiments/EXP-PLANNER-003/record.md; research/experiments/EXP-PLANNER-007/record.md,research/normalized/EXP-PLANNER-003/decision/DEC-CMP-033-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-034,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-002,EXP-PLANNER-001; EXP-PLANNER-004; EXP-PLANNER-007; EXP-RECON-003,,,,research/experiments/EXP-PLANNER-002/record.md; research/experiments/EXP-PLANNER-001/record.md; research/experiments/EXP-PLANNER-004/record.md; research/experiments/EXP-PLANNER-007/record.md; research/experiments/EXP-RECON-003/record.md,research/normalized/EXP-PLANNER-002/decision/DEC-CMP-034-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-034,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-002,EXP-PLANNER-001; EXP-PLANNER-004; EXP-PLANNER-007; EXP-RECON-003,,,,research/experiments/EXP-PLANNER-002/record.md; research/experiments/EXP-PLANNER-001/record.md; research/experiments/EXP-PLANNER-004/record.md; research/experiments/EXP-PLANNER-007/record.md; research/experiments/EXP-RECON-003/record.md,research/normalized/EXP-PLANNER-002/decision/DEC-CMP-034-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-035,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-007,EXP-PLANNER-001; EXP-PLANNER-006,,,,research/experiments/EXP-PLANNER-007/record.md; research/experiments/EXP-PLANNER-001/record.md; research/experiments/EXP-PLANNER-006/record.md,research/normalized/EXP-PLANNER-007/decision/DEC-CMP-035-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-035,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-007,EXP-PLANNER-001; EXP-PLANNER-006,,,,research/experiments/EXP-PLANNER-007/record.md; research/experiments/EXP-PLANNER-001/record.md; research/experiments/EXP-PLANNER-006/record.md,research/normalized/EXP-PLANNER-007/decision/DEC-CMP-035-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-036,1,PLANNED,compression,LG-compression,3,EXP-PLANNER-007,EXP-PLANNER-001,,,,research/experiments/EXP-PLANNER-007/record.md; research/experiments/EXP-PLANNER-001/record.md,research/normalized/EXP-PLANNER-007/decision/DEC-CMP-036-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-036,2,RESERVED,compression,LG-compression,3,EXP-PLANNER-007,EXP-PLANNER-001,,,,research/experiments/EXP-PLANNER-007/record.md; research/experiments/EXP-PLANNER-001/record.md,research/normalized/EXP-PLANNER-007/decision/DEC-CMP-036-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-037,1,PLANNED,compression,LG-compression,2,EXP-RECON-005,EXP-RECON-006; EXP-RECON-007; EXP-RECON-011,,EXP-CONF-009,,research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-RECON-007/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-005/decision/DEC-CMP-037-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-037,2,RESERVED,compression,LG-compression,2,EXP-RECON-005,EXP-RECON-006; EXP-RECON-007; EXP-RECON-011,,EXP-CONF-009,,research/experiments/EXP-RECON-005/record.md; research/experiments/EXP-RECON-006/record.md; research/experiments/EXP-RECON-007/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-005/decision/DEC-CMP-037-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-038,1,PLANNED,compression,LG-compression,2,EXP-RECON-008,EXP-ECO-002; EXP-RECON-003; EXP-RECON-004; EXP-RECON-007; EXP-RECON-011,,EXP-CONF-001; EXP-ECO-001,,research/experiments/EXP-RECON-008/record.md; research/experiments/EXP-ECO-002/record.md; research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-007/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-008/decision/DEC-CMP-038-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-038,2,RESERVED,compression,LG-compression,2,EXP-RECON-008,EXP-ECO-002; EXP-RECON-003; EXP-RECON-004; EXP-RECON-007; EXP-RECON-011,,EXP-CONF-001; EXP-ECO-001,,research/experiments/EXP-RECON-008/record.md; research/experiments/EXP-ECO-002/record.md; research/experiments/EXP-RECON-003/record.md; research/experiments/EXP-RECON-004/record.md; research/experiments/EXP-RECON-007/record.md; research/experiments/EXP-RECON-011/record.md,research/normalized/EXP-RECON-008/decision/DEC-CMP-038-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-039,1,PLANNED,compression,LG-compression,1,EXP-CHUNK-010,EXP-CROSSFILE-007; EXP-CROSSFILE-012; EXP-PLANNER-004; EXP-RECON-002; EXP-RECON-009,,,,research/experiments/EXP-CHUNK-010/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-CROSSFILE-012/record.md; research/experiments/EXP-PLANNER-004/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-009/record.md,research/normalized/EXP-CHUNK-010/decision/DEC-CMP-039-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-039,2,RESERVED,compression,LG-compression,1,EXP-CHUNK-010,EXP-CROSSFILE-007; EXP-CROSSFILE-012; EXP-PLANNER-004; EXP-RECON-002; EXP-RECON-009,,,,research/experiments/EXP-CHUNK-010/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-CROSSFILE-012/record.md; research/experiments/EXP-PLANNER-004/record.md; research/experiments/EXP-RECON-002/record.md; research/experiments/EXP-RECON-009/record.md,research/normalized/EXP-CHUNK-010/decision/DEC-CMP-039-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-CMP-041,1,PLANNED,compression,LG-compression,2,EXP-CROSSFILE-001,EXP-CROSSFILE-007; EXP-SCALE-001; EXP-SCALE-007; EXP-SCALE-012,,EXP-SCALE-005,,research/experiments/EXP-CROSSFILE-001/record.md; research/experiments/EXP-CROSSFILE-007/record.md; research/experiments/EXP-SCALE-001/record.md; research/experiments/EXP-SCALE-007/record.md; research/experiments/EXP-SCALE-012/record.md,research/normalized/EXP-CROSSFILE-001/decision/DEC-CMP-041-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
